modeoflearning,edlevel,yearscode,yearscodepro,devtype,languagehaveworkedwith,databasehaveworkedwith,platformhaveworkedwith,webframehaveworkedwith,newcollabtoolshaveworkedwith,opsyspersonal_use,opsysprofessionaluse,workexpyears,industry
Unknown,Some collegeuniversity study without earning a degree,4,-1,Developer fullstack,CHTMLCSSJavaScriptPHPPowerShell,Microsoft SQL ServerMySQLPostgreSQLSQLite,Unknown,ASPNET COREBlazorjQueryWordPress,NanoNeovimPhpStormRiderVimVisual StudioVisual Studio Code,AndroidDebianUbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,6,2,Developer fullstack,CHTMLCSSJavaScriptPHPSQL,MySQLSQLite,Unknown,ASPNETASPNET COREBlazorLaravelWordPress,EclipseNanoNotepadVisual StudioVisual Studio Code,Windows,Unknown,6,Higher Education
Remote,Bachelors degree BA BS BEng etc,11,7,Developer mobile,BashShell all shellsCJavaScript,Unknown,Unknown,Unknown,Visual StudioVisual Studio CodeXcode,AndroidWindows,AndroidiOSMacOSWindows,7,Software Development
Hybrid some remote some inperson,Professional degree JD MD PhD EdD etc,37,33,Developer fullstack,BashShell all shellsCCJavaPython,Microsoft SQL ServerMySQL,Amazon Web Services AWS,Spring Boot,NetbeansNotepadVisual Studio,Red HatSolarisUbuntuWindows,Unknown,-1,Unknown
Hybrid some remote some inperson,Secondary school eg American high school German Realschule or Gymnasium etc,4,1,Developer backend,CJavaScriptPowerShellSQL,MySQL,Microsoft Azure,jQueryReact,Visual StudioVisual Studio Code,Windows,Windows,1,Transportation or Supply Chain
Unknown,Primaryelementary school,2,-1,Developer game or graphics,CCCHTMLCSSJavaJavaScriptPythonRubySQLTypeScript,MySQL,Netlify,ASPNETASPNET CORENextjsNodejs,NotepadVisual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Remote,Secondary school eg American high school German Realschule or Gymnasium etc,15,11,Developer backend,BashShell all shellsGoSQL,BigQueryPostgreSQL,CloudflareGoogle Cloud,Unknown,DataGripIntelliJ IDEASublime TextVimVisual Studio Code,Ubuntu,Ubuntu,10,Fintech
Inperson,Masters degree MA MS MEng MBA etc,10,3,Developer fullstack,CJavaScriptSQLTypeScript,Microsoft SQL ServerMySQLSQLite,Unknown,ASPNETASPNET COREBlazorjQueryNodejsReactWordPress,IntelliJ IDEARiderVisual StudioVisual Studio Code,AndroidWindows,AndroidiOSOther LinuxbasedUbuntuWindows,7,Internet Telecomm or Information Services
Remote,Bachelors degree BA BS BEng etc,11,8,Developer backend,GoPHPPythonSQL,DynamodbMariaDBMySQLPostgreSQLRedis,Amazon Web Services AWSGoogle CloudMicrosoft Azure,SymfonyVuejs,IntelliJ IDEAPhpStormPyCharmVisual Studio Code,AndroidDebianUbuntu,Ubuntu,8,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,30,15,Other please specify,AssemblyBashShell all shellsCCCHTMLCSSLuaMATLABPowerShellSQL,Microsoft SQL Server,Unknown,ASPNET COREjQueryNodejsReact,Visual StudioVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,AndroidBSDUbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,30,24,Developer backend,CHTMLCSSJavaJavaScriptPHPSQLVBAVisual Basic Net,ElasticsearchMicrosoft AccessMicrosoft SQL ServerMySQLOraclePostgreSQL,Amazon Web Services AWSMicrosoft AzureVMware,ASPNETASPNET CORE,EclipseNetbeansNotepadVisual StudioVisual Studio Code,Windows,Unknown,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,7,3,Developer backend,BashShell all shellsGoHTMLCSSPython,PostgreSQL,Unknown,Unknown,Visual Studio Code,Ubuntu,MacOS,2,Software Development
Unknown,Something else,7,-1,Student,AssemblyBashShell all shellsCCFHaskellHTMLCSSJavaJavaScriptPowerShellPythonScalaSQLTypeScript,Unknown,Unknown,DenoPlay FrameworkSvelte,Android StudioFleetIntelliJ IDEAVisual Studio Code,Debian,Debian,-1,Unknown
Inperson,Bachelors degree BA BS BEng etc,8,6,Developer desktop or enterprise applications,CHTMLCSSVBA,Microsoft SQL ServerSQLite,Unknown,ASPNET,Visual StudioVisual Studio Code,Windows,Windows,6,Manufacturing
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,29,26,Developer fullstack,CPowerShellSQL,Microsoft SQL Server,Unknown,ASPNET COREBlazor,Visual StudioVisual Studio Code,Windows,Windows,-1,Unknown
Unknown,Some collegeuniversity study without earning a degree,10,0,Student,HTMLCSSJavaJavaScriptPrologScalaTypeScript,Dynamodb,Amazon Web Services AWSPythonAnywhere,FlaskNodejsReactSvelteVuejs,Visual Studio Code,AndroidiPadOSWindowsWindows Subsystem for Linux WSL,Unknown,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,11,6,Developer mobile,CCHTMLCSSJavaPythonSQL,Microsoft SQL ServerSQLite,Google CloudMicrosoft Azure,ASPNETASPNET COREjQueryNodejsWordPress,Android StudioVisual StudioVisual Studio CodeXcode,AndroidiOSMacOSWindows,AndroidiOSMacOSWindows,7,Other
Unknown,Some collegeuniversity study without earning a degree,8,-1,Student,BashShell all shellsCHTMLCSSJavaJavaScriptPowerShellPython,Cloud FirestorePostgreSQL,Amazon Web Services AWSOVH,ASPNET COREBlazor,Android StudioJupyter NotebookJupyterLabNotepadRiderVisual StudioVisual Studio Code,Windows,Unknown,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,15,13,Developer frontend,BashShell all shellsHTMLCSSJavaScriptKotlinTypeScript,MongoDBMySQLSQLite,Amazon Web Services AWSNetlify,NodejsReactVuejs,IntelliJ IDEAVisual Studio CodeWebStorm,iOSUbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindowsWindows Subsystem for Linux WSL,13,Internet Telecomm or Information Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,35,35,Academic researcher,CCCElixirErlangGoHTMLCSSJavaJavaScriptPHPPythonRRubySQLTypeScriptVBAVisual Basic Net,BigQueryDynamodbElasticsearchIBM DB2MariaDBMicrosoft AccessMicrosoft SQL ServerMongoDBMySQLNeo4JOraclePostgreSQLSQLite,Amazon Web Services AWSGoogle CloudMicrosoft Azure,AngularAngularJSASPNETASPNET COREDjangoDrupalFastAPIFlaskjQueryNextjsNodejsReactSpring BootVuejsWordPress,EclipseJupyter NotebookJupyterLabRStudioSublime TextVimVisual StudioVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Remote,Associate degree AA AS etc,5,4,Developer frontend,JavaScriptTypeScript,Supabase,CloudflareVercel,NextjsNodejsReact,Visual Studio Code,Windows,Windows,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,16,12,Developer desktop or enterprise applications,C,Unknown,Unknown,Unknown,Visual Studio,Windows,Windows,12,Other
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,33,27,Research  Development role,BashShell all shellsCCKotlinPowerShellPythonRust,ElasticsearchMySQLRedisSQLite,Amazon Web Services AWS,Unknown,VimVisual Studio Code,Unknown,AndroidMacOSOther LinuxbasedWindowsWindows Subsystem for Linux WSL,24,Manufacturing
Remote,Some collegeuniversity study without earning a degree,9,5,Data scientist or machine learning specialist,BashShell all shellsHTMLCSSJavaScriptPythonTypeScript,CassandraElasticsearchMariaDB,FirebaseHetznerOVH,AngularExpressFastifyjQueryNestJSNextjsNodejsReact,KateNanoSublime TextVisual StudioVisual Studio Code,UbuntuWindowsWindows Subsystem for Linux WSL,UbuntuWindows Subsystem for Linux WSL,8,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,10,7,Developer backend,CGoPythonSQL,BigQueryElasticsearchMicrosoft SQL ServerPostgreSQL,Amazon Web Services AWSCloudflareGoogle Cloud,ASPNETASPNET CORE,GolandRiderVisual Studio Code,MacOSUbuntuWindowsWindows Subsystem for Linux WSL,MacOSUbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,25,25,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptPHPSQLTypeScript,DynamodbElasticsearchFirebase Realtime DatabaseMariaDBMicrosoft SQL ServerMySQLSQLite,Amazon Web Services AWSCloudflareFirebaseGoogle CloudMicrosoft Azure,AngularjQueryReactWordPress,Visual Studio Code,MacOS,Unknown,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,9,3,Data or business analyst,BashShell all shellsHTMLCSSJavaScriptSQL,BigQuery,Google Cloud,ExpressNodejs,Visual Studio Code,Windows,Windows,9,BankingFinancial Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,34,30,Other please specify,CHTMLCSSJavaScriptPowerShellPythonSQLTypeScript,Cloud FirestoreCosmos DBMicrosoft SQL Server,Amazon Web Services AWSGoogle CloudMicrosoft Azure,ASPNETASPNET COREjQueryNextjsNodejsReact,NotepadVisual StudioVisual Studio Code,Windows,WindowsWindows Subsystem for Linux WSL,30,Healthcare
Unknown,Secondary school eg American high school German Realschule or Gymnasium etc,5,-1,Student,JavaJavaScriptKotlinLuaMicroPythonPythonRustScalaTypeScript,MongoDB,Unknown,Flask,IntelliJ IDEANanoVisual Studio Code,AndroidChromeOSDebianWindowsOther please specify,Unknown,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,12,8,Developer backend,Go,DynamodbMariaDB,Amazon Web Services AWSGoogle Cloud,Unknown,GolandVisual Studio Code,Windows,MacOS,8,Software Development
Remote,Bachelors degree BA BS BEng etc,15,12,Engineering manager,HTMLCSSJavaJavaScriptPythonTypeScript,Cloud FirestoreDynamodbElasticsearchMySQLRedis,Amazon Web Services AWSCloudflareDigital OceanFirebaseGoogle CloudHerokuManaged HostingNetlify,ElmExpressFastAPIFastifyGatsbyNestJSNextjsNodejsNuxtjsReactVuejs,IntelliJ IDEAVisual Studio CodeXcode,MacOSWindowsWindows Subsystem for Linux WSL,MacOSWindows,12,Software Development
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,13,5,Developer frontend,HTMLCSSKotlinObjectiveCPythonRubySwiftTypeScript,Unknown,Unknown,AngularWordPress,Android StudioVisual Studio CodeXcode,iOSMacOS,iOSMacOS,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,11,8,Developer backend,GoPython,BigQueryElasticsearchPostgreSQL,Amazon Web Services AWSGoogle CloudMicrosoft Azure,DjangoFastAPIReact,Jupyter NotebookJupyterLabVisual Studio Code,MacOSUbuntu,MacOSUbuntu,7,Software Development
Remote,Masters degree MA MS MEng MBA etc,18,10,Developer fullstack,AssemblyBashShell all shellsCCCDartGoHTMLCSSJavaKotlinPythonRustSQL,BigQueryCloud FirestoreOracleSQLite,Amazon Web Services AWSGoogle CloudPythonAnywhere,Unknown,Android StudioCLionCodeBlocksGeanyIntelliJ IDEAJupyter NotebookJupyterLabNeovimPhpStormPyCharmRStudioRubyMineVisual StudioVisual Studio CodeXcode,MacOSUbuntuWindows,MacOSUbuntuWindows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,30,23,Developer fullstack,CCHTMLCSSJavaScriptPowerShellSQL,Microsoft SQL ServerSQLite,Microsoft Azure,ASPNETASPNET COREjQuery,NanoVimVisual StudioVisual Studio Code,iOSiPadOSMacOSUbuntuWindows,MacOSWindows,-1,Unknown
Inperson,Secondary school eg American high school German Realschule or Gymnasium etc,30,30,Developer fullstack,BashShell all shellsCHTMLCSSJavaScriptSQL,ElasticsearchMicrosoft SQL Server,CloudflareMicrosoft Azure,ASPNET CORESvelteVuejs,Visual StudioVisual Studio Code,MacOSWindows,MacOSWindows,20,Software Development
Remote,Masters degree MA MS MEng MBA etc,22,18,Developer desktop or enterprise applications,C,Unknown,Unknown,Unknown,NotepadVisual Studio,AndroidWindows,Windows,18,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,13,9,Engineering manager,JavaScriptTypeScript,PostgreSQL,Amazon Web Services AWSDigital OceanFirebaseGoogle CloudVercel,NestJSNextjsNodejsReact,Android StudioVisual Studio CodeXcode,MacOS,MacOS,10,Software Development
Remote,Masters degree MA MS MEng MBA etc,5,3,Developer backend,HTMLCSSJavaScriptPHPSQL,MySQL,Unknown,SymfonyVuejs,PhpStorm,Ubuntu,Ubuntu,3,Software Development
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,10,2,Developer fullstack,BashShell all shellsCHTMLCSSJavaJavaScriptPHPPowerShellPythonRustSQL,ElasticsearchMariaDBMicrosoft SQL ServerMySQLPostgreSQLRedisSQLite,Amazon Web Services AWSCloudflareDigital OceanHetznerMicrosoft AzureOracle Cloud Infrastructure OCIOVH,ASPNET COREBlazorFlaskReact,EclipseNanoNotepadVisual StudioVisual Studio Code,AndroidDebianUbuntuWindows,iOSWindows,3,BankingFinancial Services
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,50,45,Educator,CPowerShellPython,MySQL,VMware,Unknown,EmacsJupyter NotebookJupyterLabNotepadVisual StudioVisual Studio Code,AndroidMacOSWindows,MacOSWindows,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,10,4,Developer fullstack,CCCHTMLCSSJavaJavaScriptPHPPythonSQLTypeScript,MariaDBMongoDBMySQLOracleSQLite,Digital Ocean,FastifyjQueryLaravelNextjsNodejsReactWordPress,IntelliJ IDEAVisual StudioVisual Studio Code,MacOSWindows,MacOSWindows,-1,Unknown
Unknown,Primaryelementary school,3,-1,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptPHPPythonSQL,MariaDBMySQL,CloudflareDigital OceanGoogle CloudVMware,ExpressjQueryNodejs,GeanyNanoNotepadVimVisual StudioVisual Studio CodeXcode,DebianiOSiPadOSMacOSWindows,DebianiOSiPadOSMacOSWindows,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,11,9,Developer fullstack,BashShell all shellsHTMLCSSJavaJavaScriptTypeScript,MongoDBPostgreSQLRedis,Amazon Web Services AWSVercel,ExpressNestJSNextjsNodejs,IntelliJ IDEAVimVisual Studio CodeWebStorm,Windows,Ubuntu,-1,Unknown
Unknown,Primaryelementary school,6,-1,Student,AssemblyCCCHTMLCSSJavaScriptLuaTypeScript,PostgreSQL,Hetzner,NextjsNodejsReactStrapiSvelte,Neovim,Fedora,Fedora,-1,Unknown
Hybrid some remote some inperson,Secondary school eg American high school German Realschule or Gymnasium etc,8,6,Developer fullstack,BashShell all shellsHTMLCSSJavaJavaScriptPHPPowerShellPythonSQLTypeScript,MariaDBMongoDBMySQL,Google Cloud,ExpressFlaskNextjsNodejsReactWordPress,Android StudioFleetIntelliJ IDEANeovimSublime TextVimVisual StudioVisual Studio Code,Other please specify,Other please specify,-1,Unknown
Unknown,Bachelors degree BA BS BEng etc,8,4,DevOps specialist,BashShell all shellsDartJavaScriptPythonSQL,ElasticsearchMongoDBMySQLOracle,Amazon Web Services AWSFirebaseMicrosoft AzureOracle Cloud Infrastructure OCIVMware,ExpressFlaskNodejsReactSpring BootWordPress,Android StudioNotepadVimVisual Studio Code,MacOS,Ubuntu,-1,Unknown
Inperson,Some collegeuniversity study without earning a degree,10,5,Developer fullstack,CHTMLCSSJavaJavaScriptPHPSQLTypeScript,MariaDBMySQL,CloudflareDigital OceanHerokuManaged HostingOVH,AngularDrupaljQueryLaravelReactVuejs,CLionCodeBlocksDataGripIntelliJ IDEAPhpStormVisual Studio,AndroidUbuntuWindowsWindows Subsystem for Linux WSL,AndroidUbuntuWindowsWindows Subsystem for Linux WSL,5,Transportation or Supply Chain
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,8,6,Unknown,CCJava,Oracle,IBM Cloud Or Watson,Unknown,EclipseJupyter NotebookJupyterLabNanoNotepad,AIX,Red HatUbuntuWindowsWindows Subsystem for Linux WSL,9,Internet Telecomm or Information Services
Hybrid some remote some inperson,Some collegeuniversity study without earning a degree,5,1,Educator,AssemblyBashShell all shellsCHTMLCSSJavaJavaScriptPythonRustTypeScript,Unknown,Cloudflare,ExpressFlaskNextjsNodejsReactSvelte,Jupyter NotebookJupyterLabNanoVisual Studio Code,AndroidFedoraWindowsWindows Subsystem for Linux WSL,DebianFedoraMacOSWindowsWindows Subsystem for Linux WSL,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,9,6,Developer fullstack,CHTMLCSSJavaScriptSQLTypeScriptVisual Basic Net,Microsoft SQL Server,Unknown,ASPNETASPNET COREBlazorjQuery,Visual Studio,Windows,Windows,6,Government
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,5,1,Developer mobile,BashShell all shellsDartPythonSwift,Cloud Firestore,Amazon Web Services AWSFirebase,Unknown,Android StudioVisual Studio CodeXcode,iOSWindows,iOSiPadOSMacOS,1,Software Development
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,23,17,Data or business analyst,HTMLCSSSQLVBA,Microsoft AccessMicrosoft SQL ServerMySQL,Unknown,Unknown,NotepadVisual Studio,Windows,Unknown,23,BankingFinancial Services
Unknown,Bachelors degree BA BS BEng etc,25,18,Developer fullstack,GoJavaJavaScriptKotlinPHPPythonSQL,PostgreSQLSQLite,Amazon Web Services AWS,ReactVuejs,IntelliJ IDEANetbeansNotepadVisual Studio Code,Windows,MacOSUbuntuWindows,-1,Unknown
Remote,Bachelors degree BA BS BEng etc,8,6,Developer fullstack,CHTMLCSSJavaScriptSQLTypeScript,ElasticsearchMicrosoft SQL ServerRedis,Unknown,ASPNET COREjQuery,Visual Studio,Windows,Windows,6,Internet Telecomm or Information Services
Remote,Some collegeuniversity study without earning a degree,14,13,Developer fullstack,BashShell all shellsHTMLCSSJavaScriptPHPPythonSQLTypeScript,MySQLPostgreSQLSQLiteSupabase,HerokuNetlifySupabaseVercel,ExpressHtmxjQueryNodejsStrapiSvelteVuejsYii 2,Visual Studio Code,ArchRed HatUbuntuWindowsWindows Subsystem for Linux WSL,ArchUbuntuWindowsWindows Subsystem for Linux WSL,14,Software Development
Remote,Bachelors degree BA BS BEng etc,11,3,Developer fullstack,CHTMLCSSJavaScriptSQLTypeScript,MariaDBMongoDBMySQLPostgreSQL,Amazon Web Services AWSMicrosoft Azure,AngularJSASPNET COREExpressNodejsReact,Android StudioEclipseNotepadVisual StudioVisual Studio Code,AndroidUbuntuWindows,AndroidMacOSUbuntu,-1,Unknown
Unknown,Some collegeuniversity study without earning a degree,22,22,Developer frontend,Unknown,Unknown,Unknown,Unknown,Unknown,MacOS,DebianMacOSWindowsOther please specify,-1,Unknown
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,5,4,Developer fullstack,CHTMLCSSPythonSQL,Microsoft SQL ServerOracle,Unknown,Blazor,NotepadVisual StudioVisual Studio Code,Windows,Windows,9,Retail and Consumer Services
Remote,Masters degree MA MS MEng MBA etc,12,4,Developer backend,PythonTypeScript,Cloud FirestoreDynamodbMongoDBPostgreSQL,Amazon Web Services AWSGoogle CloudMicrosoft Azure,Unknown,Visual Studio Code,MacOS,MacOS,-1,Unknown
Hybrid some remote some inperson,Masters degree MA MS MEng MBA etc,15,11,Developer game or graphics,CCJavaScriptLuaPythonRustSQLTypeScript,SQLite,Unknown,Unknown,Emacs,ArchMacOS,ArchMacOS,15,Computer Systems Design and Services
Remote,Masters degree MA MS MEng MBA etc,12,10,Developer fullstack,BashShell all shellsHTMLCSSJavaJavaScriptPHPPowerShellPythonSQLTypeScript,MongoDBMySQLNeo4JPostgreSQL,Amazon Web Services AWSGoogle CloudManaged Hosting,DjangoLaravelNodejsReactSpring BootWordPress,IntelliJ IDEANotepadVimVisual Studio Code,AndroidUbuntuWindowsWindows Subsystem for Linux WSL,AndroidUbuntuWindowsWindows Subsystem for Linux WSL,-1,Unknown
Hybrid some remote some inperson,Something else,40,31,Developer fullstack,HTMLCSSJavaScriptPHPSQLTypeScript,MariaDBMySQLSQLite,Unknown,jQuery,Unknown,Other please specify,Other please specify,-1,Unknown
Inperson,Associate degree AA AS etc,5,4,Developer fullstack,CHTMLCSSJavaScriptSQL,Microsoft SQL Server,Microsoft Azure,ASPNETASPNET COREReact,Visual StudioVisual Studio Code,AndroidWindows,AndroidUbuntuWindows,4,Manufacturing
Hybrid some remote some inperson,Bachelors degree BA BS BEng etc,12,5,Developer fullstack,HTMLCSSJavaScriptSQLTypeScript,MongoDBMySQLPostgreSQLRedis,Amazon Web Services AWSManaged Hosting,AngularExpressNestJSNextjsNodejsReactWordPress,Jupyter NotebookJupyterLabPhpStormPyCharmVimVisual Studio CodeWebStorm,iOSUbuntuWindows,iOSUbuntuWindows,5,Software Development
Remote,Secondary school eg American high school German Realschule or Gymnasium etc,14,3,Developer backend,CCCHTMLCSSJavaScriptTypeScript,Unknown,Microsoft Azure,ASPNETNodejs,RiderSublime TextVisual StudioVisual Studio Code,Windows,MacOS,3,Manufacturing
